4.75103505590904307e-01,8.94241020467866243e-01,1.15625678961254641e+00,1.91505857873425089e+00,2.30490359096088193e+00,2.88453838205906576e+00,3.77775268559761912e+00,2.89931238853716478e+00,2.07779940013323478e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00
4.19548644920462455e-01,8.00036566343914846e-01,1.20262158867543367e+00,1.91157190181352399e+00,2.37356909639250624e+00,2.87930400976818435e+00,3.35318861164177084e+00,2.91955973968485560e+00,3.27139084821089110e+00,5.33577433088821218e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00
4.66187648794625487e-01,8.86781153552773871e-01,1.24416544836352783e+00,1.93912335500782018e+00,2.39884743276091594e+00,2.77332064136181344e+00,3.05414635018360681e+00,2.48818836459641402e+00,3.03476149499885928e+00,3.06026803868748676e+00,6.32981225209218845e-01,0.00000000000000000e+00,0.00000000000000000e+00
3.91573253602838789e-01,9.10674242471980477e-01,1.30922570928434312e+00,1.94101478226379731e+00,2.39697642206790951e+00,2.72088133198189697e+00,2.99105590198779270e+00,2.32196002232715371e+00,2.71587343402432690e+00,2.78497732331593451e+00,1.84059792530601407e+00,4.80850602166358748e-02,0.00000000000000000e+00
3.41402479257870595e-01,8.57426580108336389e-01,1.27857530197437641e+00,1.89709637003517373e+00,2.22125426873822107e+00,2.55871540019029986e+00,2.75043773265113645e+00,2.16846048957456183e+00,2.46066382755095026e+00,2.37225079382078086e+00,1.77069014421541948e+00,1.03670026185503206e+00,0.00000000000000000e+00
3.95578154064155862e-01,8.47192069358578159e-01,1.24063969227085513e+00,1.83859329970676000e+00,2.12639540202291633e+00,2.46377283271371494e+00,2.74852803235518639e+00,2.11006800662440552e+00,2.28568034420935540e+00,2.17268769115600735e+00,1.56571935761535830e+00,1.21194596082325345e+00,7.07178809631497651e-02
4.00486225405447260e-01,8.22669352841210899e-01,1.16445698933429487e+00,1.76188383970611029e+00,2.14810807578091323e+00,2.40999247061470934e+00,2.62779204410049294e+00,2.01468952428060888e+00,2.14032149996128140e+00,1.92463083499404330e+00,1.29395139835514050e+00,9.27092500360171434e-01,1.40810446645755816e-01
3.77807919886953947e-01,7.72998062368463801e-01,1.11465233804235275e+00,1.68595232389539573e+00,1.99247557783380302e+00,2.24258824300013426e+00,2.44288636400886672e+00,1.84902885361962599e+00,1.84773592579439816e+00,1.67323170218333694e+00,1.06034434412654077e+00,7.11729937777233923e-01,9.29671953370973386e-02
3.21845963765535148e-01,6.93756122113664997e-01,1.04326535077143134e+00,1.50913125298499518e+00,1.80064842378290457e+00,1.98676548201467784e+00,2.16234513689436847e+00,1.61949975072513030e+00,1.57612510754178925e+00,1.37978164989592389e+00,8.39559284858335197e-01,5.19569441231741425e-01,6.94129192867990463e-02
2.57470461726713784e-01,5.26916293123917301e-01,7.53816702178912279e-01,1.09046166791375621e+00,1.26153961606014264e+00,1.36535716665503770e+00,1.45517904892497829e+00,1.09296526790417414e+00,1.02574330102685241e+00,8.57457057429659830e-01,5.17830983937910272e-01,3.44744814546631861e-01,4.00422098839810434e-02
1.56912401762777015e-01,3.71851925650618254e-01,5.08580294596806315e-01,7.25897212061270225e-01,8.56678863953273084e-01,9.19613874140536636e-01,9.50220219933181176e-01,7.05997426265904116e-01,6.51244135715026151e-01,5.28868682224900910e-01,3.11777512483580876e-01,1.86357758880339008e-01,2.73418728710719400e-02
1.00744805457127690e-01,2.42089201248094743e-01,3.28892869983510749e-01,4.65754026106973695e-01,5.43146491115172769e-01,5.85455272955890504e-01,5.75605081030575727e-01,4.45389305552533532e-01,4.11210162045415661e-01,3.22696317785118258e-01,1.90137503640872202e-01,1.07568373314565507e-01,1.70563251122060229e-02
6.77414819959054476e-02,1.37310174737185986e-01,1.96804913444345919e-01,2.79567059802203421e-01,3.28383697802942354e-01,3.85242688505521291e-01,3.41349222095985283e-01,2.81220381737036396e-01,2.60557284514882970e-01,2.18458280937171068e-01,1.23214571364833186e-01,7.70393098252941250e-02,1.06755351284420416e-02
2.81248203352271707e-02,4.66423660352627070e-02,6.69953156159547175e-02,9.02041960343699378e-02,1.03911828584317023e-01,1.14308297291177988e-01,1.11795841478786961e-01,9.10335444229934398e-02,8.62494808197747376e-02,7.23378984906135475e-02,4.92584025984181065e-02,2.92899295784245783e-02,4.49849735645684902e-03
1.85939840638286273e-02,2.55578396332012854e-02,3.51608434525524649e-02,4.86344711276253047e-02,5.75822146273882104e-02,6.22938785179186494e-02,6.24846663706114455e-02,5.13819382956762355e-02,5.08350043878935537e-02,4.55289594142681137e-02,3.22446723629498527e-02,1.99859004692457508e-02,3.33818183854632869e-03
