0.0009,0.0009,0.0010,0.0009,0.0009,0.0009,0.0010,0.0010,0.0006,0.0000,-0.0001,-0.0001,-0.0000,-0.0000
0.0009,0.0013,0.0016,0.0017,0.0018,0.0020,0.0022,0.0022,0.0017,0.0009,0.0003,0.0001,0.0000,0.0000
0.0010,0.0016,0.0022,0.0025,0.0028,0.0031,0.0034,0.0034,0.0029,0.0017,0.0007,0.0003,0.0001,0.0000
0.0009,0.0017,0.0025,0.0031,0.0034,0.0038,0.0042,0.0042,0.0037,0.0024,0.0011,0.0005,0.0002,0.0001
0.0009,0.0018,0.0028,0.0034,0.0039,0.0043,0.0047,0.0048,0.0043,0.0029,0.0014,0.0006,0.0002,0.0001
0.0009,0.0020,0.0031,0.0038,0.0043,0.0049,0.0053,0.0054,0.0048,0.0033,0.0016,0.0006,0.0003,0.0001
0.0010,0.0022,0.0034,0.0042,0.0047,0.0053,0.0058,0.0059,0.0052,0.0036,0.0017,0.0007,0.0003,0.0001
0.0010,0.0022,0.0034,0.0042,0.0048,0.0054,0.0059,0.0061,0.0055,0.0037,0.0018,0.0008,0.0003,0.0001
0.0006,0.0017,0.0029,0.0037,0.0043,0.0048,0.0052,0.0055,0.0051,0.0038,0.0020,0.0009,0.0004,0.0001
0.0000,0.0009,0.0017,0.0024,0.0029,0.0033,0.0036,0.0037,0.0038,0.0033,0.0020,0.0010,0.0004,0.0001
-0.0001,0.0003,0.0007,0.0011,0.0014,0.0016,0.0017,0.0018,0.0020,0.0020,0.0013,0.0007,0.0003,0.0001
-0.0001,0.0001,0.0003,0.0005,0.0006,0.0006,0.0007,0.0008,0.0009,0.0010,0.0007,0.0003,0.0002,0.0000
-0.0000,0.0000,0.0001,0.0002,0.0002,0.0003,0.0003,0.0003,0.0004,0.0004,0.0003,0.0002,0.0001,0.0000
-0.0000,0.0000,0.0000,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000
