1.00000000000000000e+00,8.69821735519271000e-01,6.93025859695826640e-01,5.44588627275609416e-01,4.76505081481462700e-01,4.54504196881034328e-01,4.49058268424430251e-01,4.13803469363805132e-01,2.83343431925826728e-01,2.35852868614615692e-02,-1.35265766739015525e-01,-1.81116330486615323e-01,-1.61631275008403991e-01,-4.27426364631900771e-02
8.69821735519271000e-01,1.00000000000000000e+00,9.26723846561893438e-01,8.51849101867408143e-01,8.11250830452053706e-01,7.97871637032996017e-01,7.95546246598284212e-01,7.71313584514616846e-01,6.76812018547536476e-01,4.37280488750406149e-01,2.41189881478401702e-01,1.56736933490959018e-01,1.61732979165084306e-01,2.81316714813408975e-01
6.93025859695826640e-01,9.26723846561893438e-01,1.00000000000000000e+00,9.59283133570305147e-01,9.37920916815264127e-01,9.32732625007476668e-01,9.33167949877124037e-01,9.18081278040950410e-01,8.47381296092987180e-01,6.21961923249618853e-01,4.06956958717936856e-01,2.97027405259423449e-01,2.89279230311742075e-01,3.98758164563561168e-01
5.44588627275609416e-01,8.51849101867408143e-01,9.59283133570305147e-01,1.00000000000000000e+00,9.78245540173665939e-01,9.73423468573653028e-01,9.75903011308219881e-01,9.69371156369032594e-01,9.29325455598594696e-01,7.51466385973373452e-01,5.51098526455075066e-01,4.38428539313278909e-01,4.25592528194186137e-01,5.20135691514868270e-01
4.76505081481462700e-01,8.11250830452053706e-01,9.37920916815264127e-01,9.78245540173665939e-01,1.00000000000000000e+00,9.84314985442677148e-01,9.80826567856809328e-01,9.77920458946552107e-01,9.50422140177083374e-01,7.91203974113345754e-01,5.97437074640992272e-01,4.83264704245819854e-01,4.68551486776186521e-01,5.56967501361906647e-01
4.54504196881034328e-01,7.97871637032996017e-01,9.32732625007476668e-01,9.73423468573653028e-01,9.84314985442677148e-01,1.00000000000000000e+00,9.87748368825542178e-01,9.77894271465286735e-01,9.54116612971846911e-01,8.01278824316671856e-01,6.09076174783059310e-01,4.94457429846341168e-01,4.78843161789678007e-01,5.64034743406493178e-01
4.49058268424430251e-01,7.95546246598284212e-01,9.33167949877124037e-01,9.75903011308219881e-01,9.80826567856809328e-01,9.87748368825542178e-01,1.00000000000000000e+00,9.85324221204032957e-01,9.56981737840535307e-01,8.07113498050041511e-01,6.17354192719536288e-01,5.03328080105957198e-01,4.87551791528429868e-01,5.71723934050299754e-01
4.13803469363805132e-01,7.71313584514616846e-01,9.18081278040950410e-01,9.69371156369032594e-01,9.77920458946552107e-01,9.77894271465286735e-01,9.85324221204032957e-01,1.00000000000000000e+00,9.76990716636731871e-01,8.28961584910848925e-01,6.42778473785698523e-01,5.32238226323321406e-01,5.15789476942346892e-01,5.96022257950787337e-01
2.83343431925826728e-01,6.76812018547536476e-01,8.47381296092987180e-01,9.29325455598594696e-01,9.50422140177083374e-01,9.54116612971846911e-01,9.56981737840535307e-01,9.76990716636731871e-01,1.00000000000000000e+00,9.12924098930177452e-01,7.55424865759869890e-01,6.57732357748789576e-01,6.43657578240313222e-01,7.05859959995710828e-01
2.35852868614615692e-02,4.37280488750406149e-01,6.21961923249618853e-01,7.51466385973373452e-01,7.91203974113345754e-01,8.01278824316671856e-01,8.07113498050041511e-01,8.28961584910848925e-01,9.12924098930177452e-01,1.00000000000000000e+00,9.48751746398726614e-01,8.89219209406688860e-01,8.74688467401362524e-01,9.02184574917480608e-01
-1.35265766739015525e-01,2.41189881478401702e-01,4.06956958717936856e-01,5.51098526455075066e-01,5.97437074640992272e-01,6.09076174783059310e-01,6.17354192719536288e-01,6.42778473785698523e-01,7.55424865759869890e-01,9.48751746398726614e-01,1.00000000000000000e+00,9.79877690558143999e-01,9.58402166815651935e-01,9.63023400251844963e-01
-1.81116330486615323e-01,1.56736933490959018e-01,2.97027405259423449e-01,4.38428539313278909e-01,4.83264704245819854e-01,4.94457429846341168e-01,5.03328080105957198e-01,5.32238226323321406e-01,6.57732357748789576e-01,8.89219209406688860e-01,9.79877690558143999e-01,1.00000000000000000e+00,9.86901877753483148e-01,9.65041865753696548e-01
-1.61631275008403991e-01,1.61732979165084306e-01,2.89279230311742075e-01,4.25592528194186137e-01,4.68551486776186521e-01,4.78843161789678007e-01,4.87551791528429868e-01,5.15789476942346892e-01,6.43657578240313222e-01,8.74688467401362524e-01,9.58402166815651935e-01,9.86901877753483148e-01,1.00000000000000000e+00,9.67979968839957516e-01
-4.27426364631900771e-02,2.81316714813408975e-01,3.98758164563561168e-01,5.20135691514868270e-01,5.56967501361906647e-01,5.64034743406493178e-01,5.71723934050299754e-01,5.96022257950787337e-01,7.05859959995710828e-01,9.02184574917480608e-01,9.63023400251844963e-01,9.65041865753696548e-01,9.67979968839957516e-01,1.00000000000000000e+00
